name,rating,number_of_photos,message,name_clean,name_length,rating_clean,rating_length,number_of_photos_clean,number_of_photos_length,message_clean,message_length
Karoline Rodrigues,,,7 anos atrás Atendimento ótimo! São sempre bem receptivos e têm um redcake escandalosamente maravilhosos! O único ponto ruim é estacionar... Mas acredito que isso é um defeito das ruas de São Paulo mesmo. Haha  /,karoline rodrigues,18,nan,3,nan,3,7 anos atrás atendimento ótimo! são sempre bem receptivos e têm um redcake escandalosamente maravilhosos! o único ponto ruim é estacionar... mas acredito que isso é um defeito das ruas de são paulo mesmo. haha /,211
Renato Rocha,,35.0,"4 anos atrás Muito bom ...ótimo atendimento, salgados e doces saborosos. Vale a pena pelo preço.",renato rocha,12,nan,3,35.0,4,"4 anos atrás muito bom ...ótimo atendimento, salgados e doces saborosos. vale a pena pelo preço.",96
Andrea Markossian,5.0/5,,·1 foto um ano atrás Além de tudo ser delicioso….o Vinicius é o melhor atendente da Ofner Comida: 5/5  /  Serviço: 5/5  /  Ambiente: 5/5  /,andrea markossian,17,5.0/5,5,nan,3,·1 foto um ano atrás além de tudo ser delicioso….o vinicius é o melhor atendente da ofner comida: 5/5 / serviço: 5/5 / ambiente: 5/5 /,134
Maria da Glória Fernandes Barão,,,7 anos atrás Atendimento muito bom e os doces são ótimos. Gosto muito desse lugar. Acho que eles se renovaram nos seus produtos. Tem doces tradicionais mas também uma doçaria mais moderna!  /,maria da glória fernandes barão,31,nan,3,nan,3,7 anos atrás atendimento muito bom e os doces são ótimos. gosto muito desse lugar. acho que eles se renovaram nos seus produtos. tem doces tradicionais mas também uma doçaria mais moderna! /,190
Raphael Simoes,,75.0,"7 anos atrás Gosto muito das Ofner em geral. Essa aqui na Caiubi é do lado de casa. O lugar é bem aconchegante, muito legal. Gosto muito do café e do doce folhado. Porém, peca no atendimento, pois os funcionários atendem muito mal...  /",raphael simoes,14,nan,3,75.0,4,"7 anos atrás gosto muito das ofner em geral. essa aqui na caiubi é do lado de casa. o lugar é bem aconchegante, muito legal. gosto muito do café e do doce folhado. porém, peca no atendimento, pois os funcionários atendem muito mal... /",235
jean Rhavel,,8.0,5 anos atrás O lugar é ótimo até os clientes foram simpáticos más quase R$7 numa lata de refrigerante não me leve a mal más sou meio pão duro para isso,jean rhavel,11,nan,3,8.0,3,5 anos atrás o lugar é ótimo até os clientes foram simpáticos más quase r$7 numa lata de refrigerante não me leve a mal más sou meio pão duro para isso,151
Lince - Eduardo Chaves,,6.0,"Editado 8 anos atrás Bons produtos. O preço poderia ser mais atrativo, apesar disso, o ambiente é agradevel ajudando a relevar. Instruir as funcionarias a um curso de barista seria um aprimoramento interessante.  /",lince - eduardo chaves,22,nan,3,6.0,3,"editado 8 anos atrás bons produtos. o preço poderia ser mais atrativo, apesar disso, o ambiente é agradevel ajudando a relevar. instruir as funcionarias a um curso de barista seria um aprimoramento interessante. /",213
Topazio Silva,,,"2 anos atrás Ambiente limpo, acolhedor, Atendimento impecável! Todos muito sorridentes e prestativos! A melhor ofner que já entrei em todos os aspectos!  /",topazio silva,13,nan,3,nan,3,"2 anos atrás ambiente limpo, acolhedor, atendimento impecável! todos muito sorridentes e prestativos! a melhor ofner que já entrei em todos os aspectos! /",154
Carolina Brinholi,,577.0,"8 anos atrás a Ofner é banana, os doces e o café são claramente muito bons, mas sempre senti que os preços são exageradamente elevados, as coisas são boas, mas nada muito excepcional do que pode ser encontrado em outras docerias ou padarias.  /",carolina brinholi,17,nan,3,577.0,5,"8 anos atrás a ofner é banana, os doces e o café são claramente muito bons, mas sempre senti que os preços são exageradamente elevados, as coisas são boas, mas nada muito excepcional do que pode ser encontrado em outras docerias ou padarias. /",243
Helenita Prieto,,,"7 anos atrás Apesar do nome conceituado,este local da rua Caiubi,bastante frequentado,me decepcionou,pedi uma bomba de creme e achei horrível,fiquei sabendo que não eram vindas da OFNER central(Sto Amaro).... além do preço que é nada doce!  /",helenita prieto,15,nan,3,nan,3,"7 anos atrás apesar do nome conceituado,este local da rua caiubi,bastante frequentado,me decepcionou,pedi uma bomba de creme e achei horrível,fiquei sabendo que não eram vindas da ofner central(sto amaro).... além do preço que é nada doce! /",241
Pedro Clini,,10.0,"8 anos atrás Ambiente fresco e agradável, com boa luminosidade e atendimento. Salgados muito saborosos e doces delicados de alta qualidade. Muito bem localizada e com horário de funcionamento bastante abrangente.  /",pedro clini,11,nan,3,10.0,4,"8 anos atrás ambiente fresco e agradável, com boa luminosidade e atendimento. salgados muito saborosos e doces delicados de alta qualidade. muito bem localizada e com horário de funcionamento bastante abrangente. /",214
Fernanda Soares,,,"·1 foto 7 anos atrás Uma das melhores confeitarias da cidade, mas se vc prefere salgados não irá se decepcionar (indico o croquete e o risólis dr camarão, divinos).  /",fernanda soares,15,nan,3,nan,3,"·1 foto 7 anos atrás uma das melhores confeitarias da cidade, mas se vc prefere salgados não irá se decepcionar (indico o croquete e o risólis dr camarão, divinos). /",166
Casas Do Pacaembu,,18.0,"6 anos atrás Ofner tem o padrão de qualidade inabalável. Sempre com um café gostoso, seus doces e salgados de primeira fazem desse lugar um paraíso das guloseimas.  /",casas do pacaembu,17,nan,3,18.0,4,"6 anos atrás ofner tem o padrão de qualidade inabalável. sempre com um café gostoso, seus doces e salgados de primeira fazem desse lugar um paraíso das guloseimas. /",165
Leandro Rosina,,20.0,"4 anos atrás As 5 estrelas vão para o Sr Jean. Acredito que seja o segurança, mas foi de uma simpatia e atenção que poderia ser o gerente da casa. Parabéns!!! 🙏1  /",leandro rosina,14,nan,3,20.0,4,"4 anos atrás as 5 estrelas vão para o sr jean. acredito que seja o segurança, mas foi de uma simpatia e atenção que poderia ser o gerente da casa. parabéns!!! 🙏1 /",163
Paulo Eduardo Vieira Rosato,,970.0,"um ano atrás Gostei. Os preços foram majorados, provavelmente para recuperar o faturamento perdido durante a reforma  /",paulo eduardo vieira rosato,27,nan,3,970.0,5,"um ano atrás gostei. os preços foram majorados, provavelmente para recuperar o faturamento perdido durante a reforma /",118
Nathalia Rodrigues,,53.0,"7 anos atrás Atendimento sempre bom e atencioso, produtos excelentes e horário de funcionamento extenso. O bolo monet já vale a rede inteira por si próprio.  /",nathalia rodrigues,18,nan,3,53.0,4,"7 anos atrás atendimento sempre bom e atencioso, produtos excelentes e horário de funcionamento extenso. o bolo monet já vale a rede inteira por si próprio. /",158
Marco Aurélio San,,12001.0,6 anos atrás Como eu amo esse local. Excelente para reuniões e conversas descontraídas com o melhor café e doces maravilhosos. Tudo muito aconchegante e atendimento excelente. Recomendadissimo 🙏1  /,marco aurélio san,17,nan,3,12001.0,7,6 anos atrás como eu amo esse local. excelente para reuniões e conversas descontraídas com o melhor café e doces maravilhosos. tudo muito aconchegante e atendimento excelente. recomendadissimo 🙏1 /,197
Diogo Inácio,,6.0,"5 anos atrás Produtos caros porém de ótima qualidade, só queria ver meu Notebook para fazer uma reunião com cliente tomar um café e não tinha tomada.... Da próxima vez vou no Starbucks. 🙏2",diogo inácio,12,nan,3,6.0,3,"5 anos atrás produtos caros porém de ótima qualidade, só queria ver meu notebook para fazer uma reunião com cliente tomar um café e não tinha tomada.... da próxima vez vou no starbucks. 🙏2",188
Adriana Sanho,,,"5 anos atrás O atendimento dessa loja é péssimo. Atendentes displicentes. Meu marido precisou entrar na loja e pedir um cafe. Pedi uns produtos para viagem e a atendente parou para conversar com outra pessoa. Enfim, péssimo. 🙏1",adriana sanho,13,nan,3,nan,3,"5 anos atrás o atendimento dessa loja é péssimo. atendentes displicentes. meu marido precisou entrar na loja e pedir um cafe. pedi uns produtos para viagem e a atendente parou para conversar com outra pessoa. enfim, péssimo. 🙏1",227
Eliana Alves Salles,,,·1 foto Editado 7 anos atrás Lugar muito agradavel e aconchegante para tomar um chá ou um café com amigos aproveitando para se deliciar com os fantásticos doces. Tudo muito bom 🙏1  /,eliana alves salles,19,nan,3,nan,3,·1 foto editado 7 anos atrás lugar muito agradavel e aconchegante para tomar um chá ou um café com amigos aproveitando para se deliciar com os fantásticos doces. tudo muito bom 🙏1 /,181
Gilmar Vieira,,239.0,"4 anos atrás Tudo de bom, variedade e muito sabor",gilmar vieira,13,nan,3,239.0,5,"4 anos atrás tudo de bom, variedade e muito sabor",49
Arthur Zamboti,,8.0,7 anos atrás Era uma vez uma das melhores bombas de chocolate de SP... Café com sabor de queimado... Preço nas alturas... Mas equipe e ambiente simpáticos  /,arthur zamboti,14,nan,3,8.0,3,7 anos atrás era uma vez uma das melhores bombas de chocolate de sp... café com sabor de queimado... preço nas alturas... mas equipe e ambiente simpáticos /,156
katia tamura lopes,,,Editado 6 anos atrás Atendimento ruim e demorado e produtos caros. Caixas sempre com problema e filas. Era pra ser um momento relaxante mas acabei saindo irritada! Custo-benefício ruim.  /,katia tamura lopes,18,nan,3,nan,3,editado 6 anos atrás atendimento ruim e demorado e produtos caros. caixas sempre com problema e filas. era pra ser um momento relaxante mas acabei saindo irritada! custo-benefício ruim. /,187
Alessandra Sinopoli Jona,,9.0,"4 anos atrás Excelente atendimento, compramos lindos e doces presentes. Ovos de Páscoa lindos, difícil decidir com tantos tipos e cores. Recomendo!  /",alessandra sinopoli jona,24,nan,3,9.0,3,"4 anos atrás excelente atendimento, compramos lindos e doces presentes. ovos de páscoa lindos, difícil decidir com tantos tipos e cores. recomendo! /",149
Priscila Vallinoto,,,"5 anos atrás Tudo muito gostoso! O problema é o preço, realmente bem caro.....Não dá para ir com frequência nem com fome!  /",priscila vallinoto,18,nan,3,nan,3,"5 anos atrás tudo muito gostoso! o problema é o preço, realmente bem caro.....não dá para ir com frequência nem com fome! /",123
Aline Lemos,,83.0,"2 anos atrás Atendimento e produtos impecáveis. Por conta das mesas ficarem externamente, há aquecedor e cobertores nas mesas.  /",aline lemos,11,nan,3,83.0,4,"2 anos atrás atendimento e produtos impecáveis. por conta das mesas ficarem externamente, há aquecedor e cobertores nas mesas. /",128
David Barkan (MrBarkan),,9.0,"8 anos atrás Tudo muito caro e de qualidade questionável. Para quem entende e tem referência de doces e salgados, aqui definitivamente não funciona, só vai se decepcionar.  /",david barkan (mrbarkan),23,nan,3,9.0,3,"8 anos atrás tudo muito caro e de qualidade questionável. para quem entende e tem referência de doces e salgados, aqui definitivamente não funciona, só vai se decepcionar. /",173
Ciça Caropreso,,,"·1 foto 7 anos atrás Os mesmos produtos gostosos, atendimento simpático e preço alto de toda Ofner. Mesinhas ao ar livre, sob o toldo da fachada. Difícil achar onde estacionar na rua.  /",ciça caropreso,14,nan,3,nan,3,"·1 foto 7 anos atrás os mesmos produtos gostosos, atendimento simpático e preço alto de toda ofner. mesinhas ao ar livre, sob o toldo da fachada. difícil achar onde estacionar na rua. /",185
Adriana Barao,,2.0,"2 anos atrás Tudo muito gostoso, excelente atendimento e o mil folhas, com certeza, o melhor que já comi.  /",adriana barao,13,nan,3,2.0,3,"2 anos atrás tudo muito gostoso, excelente atendimento e o mil folhas, com certeza, o melhor que já comi. /",107
Kako,,347.0,"7 anos atrás Lugar gostoso para pequenos lanches, café e doces. Chocolates e panetones deliciosos. Não é barato, mas tem produtos de ótima qualidade.  /",kako,4,nan,3,347.0,5,"7 anos atrás lugar gostoso para pequenos lanches, café e doces. chocolates e panetones deliciosos. não é barato, mas tem produtos de ótima qualidade. /",151
Ronie Finotti,,2.0,6 anos atrás Ambiente e atendimento super bons e tradicionais.. Os doces continuam maravilhosos e preços caros mas baita qualidade..  /,ronie finotti,13,nan,3,2.0,3,6 anos atrás ambiente e atendimento super bons e tradicionais.. os doces continuam maravilhosos e preços caros mas baita qualidade.. /,134
OVERSIGN Envelopamento,,648.0,"5 anos atrás lugar aconchegante, doces e cafés, maravilhosos, parabéns pelo atendimento, equipe muito educada e atenciosa, voltarei sempre que puder.  /",oversign envelopamento,22,nan,3,648.0,5,"5 anos atrás lugar aconchegante, doces e cafés, maravilhosos, parabéns pelo atendimento, equipe muito educada e atenciosa, voltarei sempre que puder. /",151
Cecilia Andrietta,,457.0,"6 anos atrás Ótimo lugar para um café com amigos em noites de verão... preços um pouco salgados, mas vale pelo atendimento simpático.  /",cecilia andrietta,17,nan,3,457.0,5,"6 anos atrás ótimo lugar para um café com amigos em noites de verão... preços um pouco salgados, mas vale pelo atendimento simpático. /",135
Sérgio Kazuo Morino,,78.0,"11 anos atrás Lugar agradável, e o café é bom. Pena que o atendimento deixa a desejar. Funcionários mal treinados para um público disposto a pagar o preço alto.  /",sérgio kazuo morino,19,nan,3,78.0,4,"11 anos atrás lugar agradável, e o café é bom. pena que o atendimento deixa a desejar. funcionários mal treinados para um público disposto a pagar o preço alto. /",162
Oduvaldo Pavan Junior,,17.0,"9 anos atrás A Ofner sempre tem excelentes produtos, desde o café (recomendo o com Rum), salgados, doces e chocolates, o preço poderia ser um pouco mais acessível  /  Iara Conca Local Guide·1.265 avaliações·21166 fotos 8 anos atrás Nada diferente das outras da rede, mas a disponibilidade de mesas não é grande, o que faz o cliente ter que consumir em pé, mesmo querendo sentar.  /",oduvaldo pavan junior,21,nan,3,17.0,4,"9 anos atrás a ofner sempre tem excelentes produtos, desde o café (recomendo o com rum), salgados, doces e chocolates, o preço poderia ser um pouco mais acessível / iara conca local guide·1.265 avaliações·21166 fotos 8 anos atrás nada diferente das outras da rede, mas a disponibilidade de mesas não é grande, o que faz o cliente ter que consumir em pé, mesmo querendo sentar. /",378
